"","IDs","nTrial","Conds","Sat","Tdata.perc","Tdata.duration"
"5575","FG",42,"R_V",0.9,4,2152128
"5576","FG",42,"R_V",0.9,0,1336080
"5577","FG",42,"R_V",0.9,1,3104224
"5578","FG",42,"R_V",0.9,0,432016
"5579","FG",42,"R_V",0.9,2,3832288
"5580","FG",42,"R_V",0.9,0,471984
"5581","FG",42,"R_V",0.9,3,3064208
"5582","FG",42,"R_V",0.9,0,759984
"5583","FG",42,"R_V",0.9,1,3192240
"5584","FG",42,"R_V",0.9,0,279968
"5585","FG",42,"R_V",0.9,4,2728208
"5586","FG",42,"R_V",0.9,0,328000
"5587","FG",42,"R_V",0.9,3,2760208
"5588","FG",42,"R_V",0.9,0,440000
"5589","FG",42,"R_V",0.9,2,3160224
"5590","FG",42,"R_V",0.9,0,384000
"5591","FG",42,"R_V",0.9,1,2264144
"5592","FG",42,"R_V",0.9,0,616032
"5593","FG",42,"R_V",0.9,4,2440144
"5594","FG",42,"R_V",0.9,0,448032
"5595","FG",42,"R_V",0.9,3,2768176
"5596","FG",42,"R_V",0.9,0,560032
"5597","FG",42,"R_V",0.9,4,832016
"5598","FG",42,"R_V",0.9,0,239984
"5599","FG",42,"R_V",0.9,1,1384080
"5600","FG",42,"R_V",0.9,0,255984
"5601","FG",42,"R_V",0.9,2,1064064
"5602","FG",42,"R_V",0.9,0,280000
"5603","FG",42,"R_V",0.9,4,1248064
"5604","FG",42,"R_V",0.9,0,464000
"5605","FG",42,"R_V",0.9,3,2496176
"5606","FG",42,"R_V",0.9,0,263968
"5607","FG",42,"R_V",0.9,2,1560080
"5608","FG",42,"R_V",0.9,0,248000
"5609","FG",42,"R_V",0.9,1,2416176
"5610","FG",42,"R_V",0.9,0,351968
"5611","FG",42,"R_V",0.9,3,2648208
"5612","FG",42,"R_V",0.9,0,704000
"5613","FG",42,"R_V",0.9,4,1896128
"5614","FG",42,"R_V",0.9,0,472048
"5615","FG",42,"R_V",0.9,1,2656176
"5616","FG",42,"R_V",0.9,0,655984
"5617","FG",42,"R_V",0.9,2,2904224
"5618","FG",42,"R_V",0.9,0,960064
"5619","FG",42,"R_V",0.9,3,2336144
"5620","FG",42,"R_V",0.9,0,800032
"5621","FG",43,"G_H",0.4,0,32
"5622","FG",43,"G_H",0.4,4,1026448
"5623","FG",43,"G_H",0.4,0,319952
"5624","FG",43,"G_H",0.4,2,1984144
"5625","FG",43,"G_H",0.4,0,327984
"5626","FG",43,"G_H",0.4,3,3744288
"5627","FG",43,"G_H",0.4,0,352000
"5628","FG",43,"G_H",0.4,1,2944224
"5629","FG",43,"G_H",0.4,0,328032
"5630","FG",43,"G_H",0.4,4,2536128
"5631","FG",43,"G_H",0.4,0,383984
"5632","FG",43,"G_H",0.4,2,3152240
"5633","FG",43,"G_H",0.4,0,576000
"5634","FG",43,"G_H",0.4,1,2792192
"5635","FG",43,"G_H",0.4,0,400016
"5636","FG",43,"G_H",0.4,3,1824112
"5637","FG",43,"G_H",0.4,0,247984
"5638","FG",43,"G_H",0.4,4,1376096
"5639","FG",43,"G_H",0.4,0,247952
"5640","FG",43,"G_H",0.4,3,1320080
"5641","FG",43,"G_H",0.4,0,391984
"5642","FG",43,"G_H",0.4,4,1240080
"5643","FG",43,"G_H",0.4,0,271952
"5644","FG",43,"G_H",0.4,1,2384160
"5645","FG",43,"G_H",0.4,0,408016
"5646","FG",43,"G_H",0.4,2,1528080
"5647","FG",43,"G_H",0.4,0,271984
"5648","FG",43,"G_H",0.4,1,792048
"5649","FG",43,"G_H",0.4,0,304000
"5650","FG",43,"G_H",0.4,4,984016
"5651","FG",43,"G_H",0.4,0,207984
"5652","FG",43,"G_H",0.4,3,1384064
"5653","FG",43,"G_H",0.4,0,352000
"5654","FG",43,"G_H",0.4,4,2312160
"5655","FG",43,"G_H",0.4,0,440016
"5656","FG",43,"G_H",0.4,2,1872128
"5657","FG",43,"G_H",0.4,0,503984
"5658","FG",43,"G_H",0.4,1,1680096
"5659","FG",43,"G_H",0.4,0,816032
"5660","FG",43,"G_H",0.4,3,2112128
"5661","FG",43,"G_H",0.4,0,456000
"5662","FG",43,"G_H",0.4,4,2488160
"5663","FG",43,"G_H",0.4,0,728064
"5664","FG",43,"G_H",0.4,1,2136112
"5665","FG",43,"G_H",0.4,0,1704128
"5666","FG",43,"G_H",0.4,2,2728176
"5667","FG",43,"G_H",0.4,0,1104096
"5668","FG",43,"G_H",0.4,3,2904176
"5669","FG",43,"G_H",0.4,0,728048
"5670","FG",43,"G_H",0.4,1,2376144
"5671","FG",43,"G_H",0.4,0,407984
"5672","FG",43,"G_H",0.4,4,1688112
"5673","FG",43,"G_H",0.4,0,488000
"5674","FG",43,"G_H",0.4,3,1568112
"5675","FG",43,"G_H",0.4,0,488016
"5676","FG",43,"G_H",0.4,2,2960208
"5677","FG",43,"G_H",0.4,0,407984
"5678","FG",43,"G_H",0.4,4,1504096
"5679","FG",43,"G_H",0.4,0,568048
"5680","FG",43,"G_H",0.4,1,1688064
"5681","FG",43,"G_H",0.4,0,272000
"5682","FG",43,"G_H",0.4,2,1888128
"5683","FG",43,"G_H",0.4,0,776032
"5684","FG",43,"G_H",0.4,3,1800128
"5685","FG",43,"G_H",0.4,0,343984
"5686","FG",43,"G_H",0.4,2,1744096
"5687","FG",43,"G_H",0.4,0,376016
"5688","FG",43,"G_H",0.4,1,2520160
"5689","FG",43,"G_H",0.4,0,399984
"5690","FG",43,"G_H",0.4,4,2392176
"5691","FG",43,"G_H",0.4,0,327968
"5692","FG",43,"G_H",0.4,3,2200176
"5693","FG",43,"G_H",0.4,0,352000
"5694","FG",43,"G_H",0.4,2,2448176
"5695","FG",43,"G_H",0.4,0,528000
"5696","FG",43,"G_H",0.4,1,2536192
"5697","FG",43,"G_H",0.4,0,624000
"5698","FG",43,"G_H",0.4,3,2840208
"5699","FG",43,"G_H",0.4,0,288000
"5700","FG",43,"G_H",0.4,1,1944144
"5701","FG",43,"G_H",0.4,0,568000
"5702","FG",43,"G_H",0.4,2,2696208
"5703","FG",43,"G_H",0.4,0,680032
"5704","FG",43,"G_H",0.4,4,2520192
"5705","FG",43,"G_H",0.4,0,447984
"5706","FG",43,"G_H",0.4,1,2216144
"5707","FG",43,"G_H",0.4,0,480000
"5708","FG",43,"G_H",0.4,2,3608288
"5709","FG",43,"G_H",0.4,0,472000
"5710","FG",43,"G_H",0.4,3,2168128
"5711","FG",43,"G_H",0.4,0,504080
"5712","FG",43,"G_H",0.4,2,2256096
"5713","FG",43,"G_H",0.4,0,840080
"5714","FG",43,"G_H",0.4,1,1664064
"5715","FG",43,"G_H",0.4,0,336000
"5716","FG",43,"G_H",0.4,4,2256160
"5717","FG",43,"G_H",0.4,0,487984
"5718","FG",43,"G_H",0.4,3,2840208
"5719","FG",43,"G_H",0.4,0,544032
"5720","FG",43,"G_H",0.4,2,2672176
"5721","FG",43,"G_H",0.4,0,496000
"5722","FG",43,"G_H",0.4,1,2552176
"5723","FG",43,"G_H",0.4,0,448000
"5724","FG",43,"G_H",0.4,3,2320160
"5725","FG",43,"G_H",0.4,0,544000
"5726","FG",43,"G_H",0.4,4,3056224
"5727","FG",43,"G_H",0.4,0,352032
"5728","FG",43,"G_H",0.4,2,1152048
"5729","FG",43,"G_H",0.4,0,327984
"5730","FG",43,"G_H",0.4,1,2672208
"5731","FG",43,"G_H",0.4,0,295968
"5732","FG",43,"G_H",0.4,3,2976224
"5733","FG",43,"G_H",0.4,0,344000
"5734","FG",44,"G_H",0.9,0,257712
"5735","FG",44,"G_H",0.9,3,1432064
"5736","FG",44,"G_H",0.9,0,400016
"5737","FG",44,"G_H",0.9,4,2160128
"5738","FG",44,"G_H",0.9,0,560000
"5739","FG",44,"G_H",0.9,1,1320080
"5740","FG",44,"G_H",0.9,0,656032
"5741","FG",44,"G_H",0.9,2,2568160
"5742","FG",44,"G_H",0.9,0,584016
"5743","FG",44,"G_H",0.9,3,1480080
"5744","FG",44,"G_H",0.9,0,800016
"5745","FG",44,"G_H",0.9,4,2016144
"5746","FG",44,"G_H",0.9,0,2064144
"5747","FG",44,"G_H",0.9,1,1184064
"5748","FG",44,"G_H",0.9,0,576000
"5749","FG",44,"G_H",0.9,2,2344160
"5750","FG",44,"G_H",0.9,0,432048
"5751","FG",44,"G_H",0.9,1,1728080
"5752","FG",44,"G_H",0.9,0,183968
"5753","FG",44,"G_H",0.9,2,1800128
"5754","FG",44,"G_H",0.9,0,760016
"5755","FG",44,"G_H",0.9,3,1936096
"5756","FG",44,"G_H",0.9,0,560032
"5757","FG",44,"G_H",0.9,4,2416160
"5758","FG",44,"G_H",0.9,0,448000
"5759","FG",44,"G_H",0.9,3,1888128
"5760","FG",44,"G_H",0.9,0,504000
"5761","FG",44,"G_H",0.9,2,2024112
"5762","FG",44,"G_H",0.9,0,952032
"5763","FG",44,"G_H",0.9,1,2392160
"5764","FG",44,"G_H",0.9,0,704032
"5765","FG",44,"G_H",0.9,3,2232144
"5766","FG",44,"G_H",0.9,0,448000
"5767","FG",44,"G_H",0.9,4,2584160
"5768","FG",44,"G_H",0.9,0,456000
"5769","FG",44,"G_H",0.9,1,1952128
"5770","FG",44,"G_H",0.9,0,680016
"5771","FG",44,"G_H",0.9,2,1560096
"5772","FG",44,"G_H",0.9,0,408016
"5773","FG",44,"G_H",0.9,3,2248128
"5774","FG",44,"G_H",0.9,0,264000
"5775","FG",44,"G_H",0.9,4,2056128
"5776","FG",44,"G_H",0.9,0,336000
"5777","FG",44,"G_H",0.9,1,1064048
"5778","FG",44,"G_H",0.9,0,328016
"5779","FG",44,"G_H",0.9,2,1448064
"5780","FG",44,"G_H",0.9,0,392032
"5781","FG",44,"G_H",0.9,4,2640160
"5782","FG",44,"G_H",0.9,0,231984
"5783","FG",44,"G_H",0.9,3,2336160
"5784","FG",44,"G_H",0.9,0,504032
"5785","FG",44,"G_H",0.9,2,1768096
"5786","FG",44,"G_H",0.9,0,584032
"5787","FG",44,"G_H",0.9,1,2736176
"5788","FG",44,"G_H",0.9,0,480016
"5789","FG",44,"G_H",0.9,4,1344064
"5790","FG",44,"G_H",0.9,0,304016
"5791","FG",44,"G_H",0.9,3,1392080
"5792","FG",44,"G_H",0.9,0,359984
"5793","FG",44,"G_H",0.9,4,1360064
"5794","FG",44,"G_H",0.9,0,456000
"5795","FG",44,"G_H",0.9,1,2088144
"5796","FG",44,"G_H",0.9,0,472032
"5797","FG",44,"G_H",0.9,2,2672144
"5798","FG",44,"G_H",0.9,0,680016
"5799","FG",44,"G_H",0.9,3,2728208
"5800","FG",44,"G_H",0.9,0,744016
"5801","FG",44,"G_H",0.9,4,2440176
"5802","FG",44,"G_H",0.9,0,512000
"5803","FG",44,"G_H",0.9,1,1800128
"5804","FG",44,"G_H",0.9,0,736032
"5805","FG",44,"G_H",0.9,2,2104144
"5806","FG",44,"G_H",0.9,0,528032
"5807","FG",44,"G_H",0.9,3,2552160
"5808","FG",44,"G_H",0.9,0,520000
"5809","FG",44,"G_H",0.9,4,2456176
"5810","FG",44,"G_H",0.9,0,840016
"5811","FG",44,"G_H",0.9,2,2960208
"5812","FG",44,"G_H",0.9,0,448016
"5813","FG",44,"G_H",0.9,1,2568160
"5814","FG",44,"G_H",0.9,0,296000
"5815","FG",44,"G_H",0.9,3,1488096
"5816","FG",44,"G_H",0.9,0,464000
"5817","FG",44,"G_H",0.9,4,2168144
"5818","FG",44,"G_H",0.9,0,600032
"5819","FG",44,"G_H",0.9,2,3528256
"5820","FG",44,"G_H",0.9,0,416016
"5821","FG",44,"G_H",0.9,3,3096224
"5822","FG",44,"G_H",0.9,0,536016
"5823","FG",44,"G_H",0.9,1,2448160
"5824","FG",44,"G_H",0.9,0,880048
"5825","FG",44,"G_H",0.9,3,1784096
"5826","FG",44,"G_H",0.9,0,359984
"5827","FG",44,"G_H",0.9,4,1872112
"5828","FG",44,"G_H",0.9,0,391984
"5829","FG",44,"G_H",0.9,2,2368176
"5830","FG",44,"G_H",0.9,0,408000
"5831","FG",44,"G_H",0.9,3,1776112
"5832","FG",44,"G_H",0.9,0,424000
"5833","FG",44,"G_H",0.9,4,2048160
"5834","FG",44,"G_H",0.9,0,432016
"5835","FG",44,"G_H",0.9,1,2104128
"5836","FG",44,"G_H",0.9,0,336016
"5837","FG",44,"G_H",0.9,2,1992112
"5838","FG",44,"G_H",0.9,0,263984
"5839","FG",44,"G_H",0.9,1,1632112
"5840","FG",44,"G_H",0.9,0,383984
"5841","FG",44,"G_H",0.9,3,2952208
"5842","FG",44,"G_H",0.9,0,336000
"5843","FG",44,"G_H",0.9,4,2376176
"5844","FG",44,"G_H",0.9,0,448016
"5845","FG",44,"G_H",0.9,1,1920080
"5846","FG",44,"G_H",0.9,0,247984
"5847","FG",44,"G_H",0.9,1,135968
"5848","FG",44,"G_H",0.9,0,592016
"5849","FG",44,"G_H",0.9,2,1840112
"5850","FG",44,"G_H",0.9,0,352000
"5851","FG",45,"R_V",0.9,0,1687200
"5852","FG",45,"R_V",0.9,3,2064096
"5853","FG",45,"R_V",0.9,0,464000
"5854","FG",45,"R_V",0.9,2,1744096
"5855","FG",45,"R_V",0.9,0,616032
"5856","FG",45,"R_V",0.9,3,1464080
"5857","FG",45,"R_V",0.9,0,279984
"5858","FG",45,"R_V",0.9,1,1768128
"5859","FG",45,"R_V",0.9,0,4e+05
"5860","FG",45,"R_V",0.9,2,1408080
"5861","FG",45,"R_V",0.9,0,335952
"5862","FG",45,"R_V",0.9,3,2256176
"5863","FG",45,"R_V",0.9,0,367984
"5864","FG",45,"R_V",0.9,1,1992160
"5865","FG",45,"R_V",0.9,0,408000
"5866","FG",45,"R_V",0.9,4,1648096
"5867","FG",45,"R_V",0.9,0,856016
"5868","FG",45,"R_V",0.9,3,2992224
"5869","FG",45,"R_V",0.9,0,144000
"5870","FG",45,"R_V",0.9,2,4408320
"5871","FG",45,"R_V",0.9,0,367984
"5872","FG",45,"R_V",0.9,3,1800112
"5873","FG",45,"R_V",0.9,0,271984
"5874","FG",45,"R_V",0.9,4,2288160
"5875","FG",45,"R_V",0.9,0,271968
"5876","FG",45,"R_V",0.9,1,2960224
"5877","FG",45,"R_V",0.9,0,247968
"5878","FG",45,"R_V",0.9,2,2384176
"5879","FG",45,"R_V",0.9,0,288000
"5880","FG",45,"R_V",0.9,3,2264144
"5881","FG",45,"R_V",0.9,0,328000
"5882","FG",45,"R_V",0.9,4,1520064
"5883","FG",45,"R_V",0.9,0,143984
"5884","FG",45,"R_V",0.9,1,3296240
"5885","FG",45,"R_V",0.9,0,304000
"5886","FG",45,"R_V",0.9,2,2984208
"5887","FG",45,"R_V",0.9,0,168000
"5888","FG",45,"R_V",0.9,3,1952112
"5889","FG",45,"R_V",0.9,0,560000
"5890","FG",45,"R_V",0.9,4,2512208
"5891","FG",45,"R_V",0.9,0,191920
"5892","FG",45,"R_V",0.9,1,2832208
"5893","FG",45,"R_V",0.9,0,280000
"5894","FG",45,"R_V",0.9,3,2272128
"5895","FG",45,"R_V",0.9,0,207984
"5896","FG",45,"R_V",0.9,2,1992160
"5897","FG",45,"R_V",0.9,0,552016
"5898","FG",45,"R_V",0.9,1,936016
"5899","FG",45,"R_V",0.9,0,216016
"5900","FG",45,"R_V",0.9,3,2088112
"5901","FG",45,"R_V",0.9,0,416000
"5902","FG",45,"R_V",0.9,4,2008128
"5903","FG",45,"R_V",0.9,0,2e+05
"5904","FG",45,"R_V",0.9,2,3264240
"5905","FG",45,"R_V",0.9,0,160000
"5906","FG",45,"R_V",0.9,3,2200128
"5907","FG",45,"R_V",0.9,0,256000
"5908","FG",45,"R_V",0.9,4,1728096
"5909","FG",45,"R_V",0.9,0,184016
"5910","FG",45,"R_V",0.9,2,984032
"5911","FG",45,"R_V",0.9,0,207984
"5912","FG",45,"R_V",0.9,1,1144032
"5913","FG",45,"R_V",0.9,0,608064
"5914","FG",45,"R_V",0.9,3,2696160
"5915","FG",45,"R_V",0.9,0,327984
"5916","FG",45,"R_V",0.9,4,1216080
"5917","FG",45,"R_V",0.9,0,368032
"5918","FG",45,"R_V",0.9,2,1856096
"5919","FG",45,"R_V",0.9,0,368000
"5920","FG",45,"R_V",0.9,3,1472096
"5921","FG",45,"R_V",0.9,0,304000
"5922","FG",45,"R_V",0.9,1,1152064
"5923","FG",45,"R_V",0.9,0,504016
"5924","FG",45,"R_V",0.9,2,2704176
"5925","FG",45,"R_V",0.9,0,1016048
"5926","FG",45,"R_V",0.9,3,1656096
"5927","FG",45,"R_V",0.9,0,480000
"5928","FG",45,"R_V",0.9,4,2528176
"5929","FG",45,"R_V",0.9,0,456000
"5930","FG",45,"R_V",0.9,2,1760112
"5931","FG",45,"R_V",0.9,0,207968
"5932","FG",45,"R_V",0.9,1,1920144
"5933","FG",45,"R_V",0.9,0,328000
"5934","FG",45,"R_V",0.9,3,119952
"5935","FG",45,"R_V",0.9,0,1168080
"5936","FG",45,"R_V",0.9,1,1912096
"5937","FG",45,"R_V",0.9,0,216000
"5938","FG",45,"R_V",0.9,2,1760096
"5939","FG",45,"R_V",0.9,0,648032
"5940","FG",45,"R_V",0.9,3,1800096
"5941","FG",45,"R_V",0.9,0,368000
"5942","FG",45,"R_V",0.9,2,1776096
"5943","FG",45,"R_V",0.9,0,368000
"5944","FG",45,"R_V",0.9,1,1608080
"5945","FG",45,"R_V",0.9,0,1640112
"5946","FG",45,"R_V",0.9,3,1392080
"5947","FG",45,"R_V",0.9,0,328000
"5948","FG",45,"R_V",0.9,4,1968112
"5949","FG",45,"R_V",0.9,0,271984
"5950","FG",45,"R_V",0.9,1,2328176
"5951","FG",45,"R_V",0.9,0,896032
"5952","FG",45,"R_V",0.9,2,1832128
"5953","FG",45,"R_V",0.9,0,288000
"5954","FG",45,"R_V",0.9,3,1704080
"5955","FG",45,"R_V",0.9,0,288000
"5956","FG",45,"R_V",0.9,2,1712096
"5957","FG",45,"R_V",0.9,0,656032
"5958","FG",45,"R_V",0.9,1,1816128
"5959","FG",45,"R_V",0.9,0,231968
"5960","FG",45,"R_V",0.9,4,1232048
"5961","FG",45,"R_V",0.9,0,400032
"5962","FG",45,"R_V",0.9,3,2304128
"5963","FG",45,"R_V",0.9,0,1008064
"5964","FG",45,"R_V",0.9,2,1760096
"5965","FG",45,"R_V",0.9,0,368000
"5966","FG",45,"R_V",0.9,1,2224144
"5967","FG",45,"R_V",0.9,0,1112096
"5968","FG",45,"R_V",0.9,4,1864096
"5969","FG",45,"R_V",0.9,0,456032
"5970","FG",45,"R_V",0.9,3,2760176
"5971","FG",45,"R_V",0.9,0,296000
"5972","FG",45,"R_V",0.9,2,2256144
"5973","FG",45,"R_V",0.9,0,327984
"5974","FG",46,"R_V",0.4,0,32
"5975","FG",46,"R_V",0.4,1,1706992
"5976","FG",46,"R_V",0.4,0,216000
"5977","FG",46,"R_V",0.4,4,1272064
"5978","FG",46,"R_V",0.4,0,399984
"5979","FG",46,"R_V",0.4,3,1344080
"5980","FG",46,"R_V",0.4,0,303984
"5981","FG",46,"R_V",0.4,2,1728096
"5982","FG",46,"R_V",0.4,0,256000
"5983","FG",46,"R_V",0.4,1,1512080
"5984","FG",46,"R_V",0.4,0,448000
"5985","FG",46,"R_V",0.4,3,1688112
"5986","FG",46,"R_V",0.4,0,384000
"5987","FG",46,"R_V",0.4,4,1728112
"5988","FG",46,"R_V",0.4,0,576016
"5989","FG",46,"R_V",0.4,2,1784112
"5990","FG",46,"R_V",0.4,0,271968
"5991","FG",46,"R_V",0.4,1,1896144
"5992","FG",46,"R_V",0.4,0,175984
"5993","FG",46,"R_V",0.4,3,1296064
"5994","FG",46,"R_V",0.4,0,288000
"5995","FG",46,"R_V",0.4,4,1856128
"5996","FG",46,"R_V",0.4,0,480000
"5997","FG",46,"R_V",0.4,2,2488160
"5998","FG",46,"R_V",0.4,0,328000
"5999","FG",46,"R_V",0.4,1,3216240
"6000","FG",46,"R_V",0.4,0,608016
"6001","FG",46,"R_V",0.4,4,2632192
"6002","FG",46,"R_V",0.4,0,616064
"6003","FG",46,"R_V",0.4,3,2752160
"6004","FG",46,"R_V",0.4,0,648016
"6005","FG",46,"R_V",0.4,2,2320144
"6006","FG",46,"R_V",0.4,0,248000
"6007","FG",46,"R_V",0.4,1,2520176
"6008","FG",46,"R_V",0.4,0,440016
"6009","FG",46,"R_V",0.4,3,2928208
"6010","FG",46,"R_V",0.4,0,488016
"6011","FG",46,"R_V",0.4,4,2384160
"6012","FG",46,"R_V",0.4,0,384000
"6013","FG",46,"R_V",0.4,2,1520112
"6014","FG",46,"R_V",0.4,0,295984
"6015","FG",46,"R_V",0.4,1,1800112
"6016","FG",46,"R_V",0.4,0,119952
"6017","FG",46,"R_V",0.4,1,167968
"6018","FG",46,"R_V",0.4,0,320000
"6019","FG",46,"R_V",0.4,3,1064048
"6020","FG",46,"R_V",0.4,0,344000
"6021","FG",46,"R_V",0.4,2,1344064
"6022","FG",46,"R_V",0.4,0,111984
"6023","FG",46,"R_V",0.4,2,319984
"6024","FG",46,"R_V",0.4,0,320016
"6025","FG",46,"R_V",0.4,3,2480160
"6026","FG",46,"R_V",0.4,0,328000
"6027","FG",46,"R_V",0.4,4,1936128
"6028","FG",46,"R_V",0.4,0,456000
"6029","FG",46,"R_V",0.4,1,2280160
"6030","FG",46,"R_V",0.4,0,415984
"6031","FG",46,"R_V",0.4,2,2264144
"6032","FG",46,"R_V",0.4,0,376016
"6033","FG",46,"R_V",0.4,3,2680176
"6034","FG",46,"R_V",0.4,0,416016
"6035","FG",46,"R_V",0.4,4,2048128
"6036","FG",46,"R_V",0.4,0,456016
"6037","FG",46,"R_V",0.4,2,2688192
"6038","FG",46,"R_V",0.4,0,464048
"6039","FG",46,"R_V",0.4,1,1808080
"6040","FG",46,"R_V",0.4,0,408000
"6041","FG",46,"R_V",0.4,3,1912128
"6042","FG",46,"R_V",0.4,0,560016
"6043","FG",46,"R_V",0.4,4,2360144
"6044","FG",46,"R_V",0.4,0,432016
"6045","FG",46,"R_V",0.4,2,1792112
"6046","FG",46,"R_V",0.4,0,448000
"6047","FG",46,"R_V",0.4,1,2920224
"6048","FG",46,"R_V",0.4,0,384032
"6049","FG",46,"R_V",0.4,3,1664064
"6050","FG",46,"R_V",0.4,0,552016
"6051","FG",46,"R_V",0.4,2,1936112
"6052","FG",46,"R_V",0.4,0,375984
"6053","FG",46,"R_V",0.4,4,2312176
"6054","FG",46,"R_V",0.4,0,415984
"6055","FG",46,"R_V",0.4,3,2272192
"6056","FG",46,"R_V",0.4,0,599984
"6057","FG",46,"R_V",0.4,2,2488176
"6058","FG",46,"R_V",0.4,0,472016
"6059","FG",46,"R_V",0.4,1,2128128
"6060","FG",46,"R_V",0.4,0,664032
"6061","FG",46,"R_V",0.4,3,3224240
"6062","FG",46,"R_V",0.4,0,360000
"6063","FG",46,"R_V",0.4,4,2336160
"6064","FG",46,"R_V",0.4,0,528000
"6065","FG",46,"R_V",0.4,2,2408160
"6066","FG",46,"R_V",0.4,0,560032
"6067","FG",46,"R_V",0.4,1,2352160
"6068","FG",46,"R_V",0.4,0,472000
"6069","FG",46,"R_V",0.4,3,2552160
"6070","FG",46,"R_V",0.4,0,368032
"6071","FG",46,"R_V",0.4,4,2256112
"6072","FG",46,"R_V",0.4,0,384016
"6073","FG",46,"R_V",0.4,1,1872128
"6074","FG",46,"R_V",0.4,0,728000
"6075","FG",46,"R_V",0.4,2,1768144
"6076","FG",46,"R_V",0.4,0,1096064
"6077","FG",46,"R_V",0.4,3,2608160
"6078","FG",46,"R_V",0.4,0,415984
"6079","FG",46,"R_V",0.4,4,2304176
"6080","FG",46,"R_V",0.4,0,255968
"6081","FG",46,"R_V",0.4,1,2936208
"6082","FG",46,"R_V",0.4,0,431968
"6083","FG",46,"R_V",0.4,2,2472176
"6084","FG",46,"R_V",0.4,0,504016
"6085","FG",46,"R_V",0.4,3,2984192
"6086","FG",46,"R_V",0.4,0,664016
"6087","FG",46,"R_V",0.4,2,2416176
"6088","FG",46,"R_V",0.4,0,272000
"6089","FG",46,"R_V",0.4,4,2992208
"6090","FG",46,"R_V",0.4,0,912048
"6091","FG",47,"G_H",0.9,0,505008
"6092","FG",47,"G_H",0.9,3,2304160
"6093","FG",47,"G_H",0.9,0,584016
"6094","FG",47,"G_H",0.9,4,1360048
"6095","FG",47,"G_H",0.9,0,2032160
"6096","FG",47,"G_H",0.9,2,1872096
"6097","FG",47,"G_H",0.9,0,408000
"6098","FG",47,"G_H",0.9,1,1472080
"6099","FG",47,"G_H",0.9,0,1488096
"6100","FG",47,"G_H",0.9,3,4424336
"6101","FG",47,"G_H",0.9,0,256016
"6102","FG",47,"G_H",0.9,2,2952192
"6103","FG",47,"G_H",0.9,0,215952
"6104","FG",47,"G_H",0.9,1,2848224
"6105","FG",47,"G_H",0.9,0,1032048
"6106","FG",47,"G_H",0.9,3,3720256
"6107","FG",47,"G_H",0.9,0,432000
"6108","FG",47,"G_H",0.9,4,1928144
"6109","FG",47,"G_H",0.9,0,39936
"6110","FG",47,"G_H",0.9,3,1352096
"6111","FG",47,"G_H",0.9,0,304000
"6112","FG",47,"G_H",0.9,2,2904208
"6113","FG",47,"G_H",0.9,0,159968
"6114","FG",47,"G_H",0.9,1,2672208
"6115","FG",47,"G_H",0.9,0,383984
"6116","FG",47,"G_H",0.9,3,2488144
"6117","FG",47,"G_H",0.9,0,336000
"6118","FG",47,"G_H",0.9,4,1728096
"6119","FG",47,"G_H",0.9,0,944080
"6120","FG",47,"G_H",0.9,2,3408240
"6121","FG",47,"G_H",0.9,0,584000
"6122","FG",47,"G_H",0.9,1,2992192
"6123","FG",47,"G_H",0.9,0,960048
"6124","FG",47,"G_H",0.9,3,3176240
"6125","FG",47,"G_H",0.9,0,408016
"6126","FG",47,"G_H",0.9,4,2512176
"6127","FG",47,"G_H",0.9,0,840080
"6128","FG",47,"G_H",0.9,2,2552144
"6129","FG",47,"G_H",0.9,0,456016
"6130","FG",47,"G_H",0.9,3,3552256
"6131","FG",47,"G_H",0.9,0,920032
"6132","FG",47,"G_H",0.9,2,3008224
"6133","FG",47,"G_H",0.9,0,303968
"6134","FG",47,"G_H",0.9,1,2808208
"6135","FG",47,"G_H",0.9,0,1568128
"6136","FG",47,"G_H",0.9,3,2112128
"6137","FG",47,"G_H",0.9,0,375984
"6138","FG",47,"G_H",0.9,4,2256160
"6139","FG",47,"G_H",0.9,0,976048
"6140","FG",47,"G_H",0.9,2,2112128
"6141","FG",47,"G_H",0.9,0,328000
"6142","FG",47,"G_H",0.9,1,5152384
"6143","FG",47,"G_H",0.9,0,480016
"6144","FG",47,"G_H",0.9,3,2832192
"6145","FG",47,"G_H",0.9,0,376000
"6146","FG",47,"G_H",0.9,2,3608272
"6147","FG",47,"G_H",0.9,0,456000
"6148","FG",47,"G_H",0.9,1,3200240
"6149","FG",47,"G_H",0.9,0,352016
"6150","FG",47,"G_H",0.9,3,1848096
"6151","FG",47,"G_H",0.9,0,272000
"6152","FG",47,"G_H",0.9,4,1952112
"6153","FG",47,"G_H",0.9,0,384000
"6154","FG",47,"G_H",0.9,3,2408160
"6155","FG",47,"G_H",0.9,0,624032
"6156","FG",47,"G_H",0.9,2,2480160
"6157","FG",47,"G_H",0.9,0,263968
"6158","FG",47,"G_H",0.9,1,3400272
"6159","FG",47,"G_H",0.9,0,984048
"6160","FG",47,"G_H",0.9,3,3016224
"6161","FG",47,"G_H",0.9,0,160000
"6162","FG",47,"G_H",0.9,4,3576256
"6163","FG",47,"G_H",0.9,0,640016
"6164","FG",47,"G_H",0.9,2,2792224
"6165","FG",47,"G_H",0.9,0,359984
"6166","FG",47,"G_H",0.9,1,3328256
"6167","FG",47,"G_H",0.9,0,303968
